0.0, 0.4, 25.9, 60.1, 160.7, 241.6, 395.5, 509.5, 733.6
0.0, 1.4, 26.8, 83.3, 153.1, 293.9, 331.6, 501.6, 641.6
0.0, 3.5, 19.5, 66.2, 127.0, 249.8, 406.8, 519.8, 793.9
0.0, 2.3, 15.2, 71.8, 143.8, 279.1, 412.6, 599.8, 762.3
0.0, 1.3, 23.6, 56.7, 165.0, 236.3, 404.5, 489.9, 687.5
0.0, 2.2, 26.2, 66.4, 150.6, 259.9, 359.2, 561.7, 751.2
0.0, 1.2, 27.2, 66.7, 147.4, 245.5, 398.0, 505.9, 680.0
0.0, 1.3, 18.5, 69.2, 148.8, 215.9, 369.1, 570.2, 689.7
0.0, 0.2, 27.9, 79.7, 159.6, 227.8, 429.9, 521.7, 698.2
0.0, 0.0, 16.2, 89.4, 145.1, 253.2, 377.8, 548.7, 742.0
0.0, 2.0, 14.7, 65.2, 140.8, 268.5, 369.4, 578.8, 740.2
0.0, 0.8, 16.3, 69.9, 171.0, 239.1, 402.5, 522.1, 709.0
0.0, 1.8, 26.9, 76.9, 147.6, 259.4, 386.4, 557.5, 735.5
0.0, 0.7, 32.0, 81.6, 142.7, 223.3, 364.9, 476.9, 650.3
0.0, 0.6, 15.4, 74.5, 158.8, 260.3, 380.2, 513.8, 685.9
0.0, 1.8, 20.8, 73.3, 121.6, 242.5, 391.5, 523.6, 788.0
0.0, 0.0, 33.9, 57.8, 139.3, 262.1, 405.3, 571.8, 678.2
0.0, 0.4, 22.8, 82.8, 153.4, 264.6, 417.2, 584.7, 755.5
0.0, 0.6, 24.3, 64.3, 135.4, 216.8, 374.6, 486.6, 712.9
0.0, 0.5, 28.5, 86.3, 138.7, 227.1, 362.5, 548.7, 647.1
0.0, 1.0, 14.2, 70.0, 121.4, 281.0, 379.4, 527.5, 744.6
0.0, 1.0, 28.9, 82.7, 168.9, 284.1, 384.9, 479.0, 772.5
0.0, 1.3, 29.8, 70.6, 133.8, 244.3, 357.8, 494.7, 671.3
0.0, 2.1, 26.2, 71.0, 131.9, 238.3, 382.1, 590.6, 727.0
0.0, 1.3, 18.0, 59.2, 169.6, 285.8, 376.4, 552.7, 661.7
0.0, 1.4, 24.3, 69.1, 158.2, 268.2, 398.2, 595.8, 691.4
0.0, 0.6, 28.9, 82.7, 147.5, 247.3, 381.0, 558.9, 647.2
0.0, 1.9, 21.3, 71.2, 143.8, 253.4, 395.4, 509.9, 658.1
0.0, 0.8, 21.7, 53.3, 156.2, 255.9, 365.6, 537.8, 697.3
0.0, 1.0, 28.1, 77.4, 151.2, 248.2, 389.3, 503.5, 758.5
0.0, 0.0, 25.6, 70.2, 144.4, 245.0, 376.5, 570.1, 648.4
0.0, 4.3, 32.8, 54.5, 148.8, 229.9, 401.4, 539.5, 721.1
0.0, 2.7, 27.2, 82.0, 136.2, 242.0, 348.7, 523.9, 713.9
0.0, 1.3, 15.3, 76.0, 127.5, 256.9, 338.8, 553.7, 677.8
0.0, 0.1, 20.3, 58.9, 130.8, 271.1, 368.7, 556.5, 730.9
0.0, 2.2, 24.3, 91.3, 136.9, 265.0, 369.6, 547.2, 730.6
0.0, 0.8, 25.4, 72.5, 168.6, 221.4, 372.2, 499.3, 614.7
0.0, 2.1, 28.7, 67.1, 129.2, 259.2, 378.2, 532.2, 791.8
0.0, 1.3, 26.1, 53.4, 152.0, 248.8, 355.5, 565.2, 723.2
0.0, 0.8, 18.8, 81.3, 150.8, 251.2, 346.3, 536.3, 691.7
0.0, 1.3, 25.5, 72.9, 126.8, 257.6, 407.3, 554.4, 708.6
0.0, 1.7, 23.4, 65.4, 152.6, 282.8, 371.8, 542.4, 728.9
0.0, 1.3, 30.2, 75.9, 137.3, 257.2, 407.2, 531.6, 744.6
0.0, 1.4, 21.5, 72.8, 159.8, 253.2, 364.8, 526.0, 712.8
0.0, 0.0, 26.1, 73.8, 155.4, 241.3, 406.8, 522.7, 692.7
0.0, 1.6, 19.9, 80.2, 126.8, 229.7, 378.1, 531.5, 698.9
0.0, 1.9, 25.4, 87.7, 132.7, 266.8, 405.9, 522.6, 705.0
0.0, 0.6, 26.0, 68.4, 156.0, 247.0, 378.3, 532.1, 695.1
0.0, 0.3, 26.6, 80.7, 162.7, 253.3, 383.0, 493.5, 758.8
0.0, 2.5, 28.9, 77.3, 155.5, 245.7, 370.4, 605.2, 698.0
0.0, 1.0, 24.7, 73.2, 141.8, 277.0, 345.1, 535.9, 742.5
0.0, 0.4, 24.6, 79.2, 164.7, 244.6, 377.4, 539.4, 764.3
0.0, 1.4, 27.3, 68.0, 150.3, 256.1, 364.6, 557.8, 709.6
0.0, 0.8, 33.6, 92.2, 145.5, 252.3, 394.0, 520.1, 707.4
0.0, 0.1, 31.9, 69.2, 172.8, 243.7, 396.9, 512.0, 741.1
0.0, 0.3, 27.4, 68.3, 133.7, 229.6, 374.9, 555.5, 690.9
0.0, 0.5, 26.3, 71.5, 141.8, 255.3, 364.8, 509.9, 664.6
0.0, 1.1, 19.9, 79.7, 145.7, 294.4, 403.9, 555.6, 668.8
0.0, 1.8, 26.1, 88.5, 163.8, 262.9, 347.2, 540.7, 731.5
0.0, 1.4, 24.1, 81.9, 140.1, 266.6, 409.1, 503.9, 697.1
